試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2012-03-16,03,岡山シーガルズ,東レアローズ,1,,吉田みなみ,2,□,■,nan,nan,nan,23,5,0,21.7,21.7,2.50,0,0,0,-,0,-,5,0,1,1,5.0,13,7,0,53.8,5
2012-03-16,03,岡山シーガルズ,東レアローズ,2,,山口舞,4,■,■,■,■,nan,34,11,1,32.4,29.4,2.75,6,0,0,0.0,3,0.75,12,0,0,2,4.2,12,8,0,66.7,14
2012-03-16,03,岡山シーガルズ,東レアローズ,4,,関李香,3,nan,■,■,■,nan,14,6,1,42.9,35.7,2.00,0,0,0,-,2,0.67,10,2,0,4,28.0,0,0,0,-,10
2012-03-16,03,岡山シーガルズ,東レアローズ,5,,福田舞,4,■,■,■,■,nan,42,19,4,45.2,35.7,4.75,9,4,2,44.4,1,0.25,13,0,1,4,7.7,26,14,0,53.8,20
2012-03-16,03,岡山シーガルズ,東レアローズ,8,,川畑愛希,4,■,□,■,■,nan,28,6,2,21.4,14.3,1.50,1,0,0,0.0,0,-,8,0,0,3,9.4,6,2,0,33.3,6
2012-03-16,03,岡山シーガルズ,東レアローズ,12,,村田奈都美,3,□,□,□,nan,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,2,0,0,0,0.0,3,1,0,33.3,0
2012-03-16,03,岡山シーガルズ,東レアローズ,14,,宮下遥,4,■,■,■,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,1,0.25,18,0,1,5,6.9,0,0,0,-,2
2012-03-16,03,岡山シーガルズ,東レアローズ,15,,岡野弘子,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2012-03-16,03,岡山シーガルズ,東レアローズ,16,,野口彩佳,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,2,12.5,4,4,0,100.0,0
2012-03-16,03,岡山シーガルズ,東レアローズ,17,,小林亜里沙,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-03-16,03,岡山シーガルズ,東レアローズ,20,L,丸山亜季,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,9,0,69.2,0
2012-03-16,03,岡山シーガルズ,東レアローズ,21,,森和代,1,■,nan,nan,nan,nan,6,3,0,50.0,50.0,3.00,0,0,0,-,2,2.00,2,0,0,0,0.0,1,1,0,100.0,5
2012-03-16,03,岡山シーガルズ,東レアローズ,22,L,卜部里菜,2,●,●,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,3,0,60.0,0
2012-03-16,03,岡山シーガルズ,東レアローズ,28,,川島亜依美,4,■,■,■,■,nan,17,3,0,17.6,17.6,0.75,0,0,0,-,3,0.75,11,1,0,4,16.4,4,4,0,100.0,7
2012-03-16,03,東レアローズ,岡山シーガルズ,1,,西脇万里子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-03-16,03,東レアローズ,岡山シーガルズ,2,,荒木絵里香,4,■,■,■,■,nan,18,9,0,50.0,50.0,2.25,0,0,0,-,3,0.75,18,0,2,5,6.9,1,0,0,0.0,12
2012-03-16,03,東レアローズ,岡山シーガルズ,3,L,濱口華菜里,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,11,0,64.7,0
2012-03-16,03,東レアローズ,岡山シーガルズ,4,,中道瞳,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,0,0,6,11.5,0,0,0,-,0
2012-03-16,03,東レアローズ,岡山シーガルズ,5,,木村沙織,4,■,■,■,■,nan,53,21,4,39.6,32.1,5.25,9,5,0,55.6,1,0.25,15,0,2,5,8.3,33,23,0,69.7,22
2012-03-16,03,東レアローズ,岡山シーガルズ,6,,高田ありさ,4,■,■,■,■,nan,30,7,3,23.3,13.3,1.75,0,0,0,-,3,0.75,18,0,0,9,12.5,29,20,0,69.0,10
2012-03-16,03,東レアローズ,岡山シーガルズ,7,,和田麻里江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2012-03-16,03,東レアローズ,岡山シーガルズ,8,,迫田さおり,3,■,■,■,nan,nan,41,23,2,56.1,51.2,7.67,13,9,1,69.2,3,1.00,8,0,1,2,6.2,0,0,0,-,26
2012-03-16,03,東レアローズ,岡山シーガルズ,9,,宮田由佳里,3,■,■,■,nan,nan,7,2,0,28.6,28.6,0.67,0,0,0,-,0,-,6,0,0,2,8.3,1,0,0,0.0,2
2012-03-16,03,東レアローズ,岡山シーガルズ,10,,小平花織,1,nan,nan,□,nan,nan,3,2,0,66.7,66.7,2.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,2
