試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,1,,眞恵子,2,□,nan,nan,□,nan,7,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,2,,温水麻子,3,□,nan,■,■,nan,6,3,0,50.0,50.0,1.00,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,3
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,4,,草深暢子,3,□,■,□,nan,nan,14,6,3,42.9,21.4,2.00,1,0,0,0.0,1,0.33,6,0,1,1,4.2,9,6,0,66.7,7
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,5,,西村光代,4,■,■,■,■,nan,15,5,2,33.3,20.0,1.25,0,0,0,-,1,0.25,6,0,0,1,4.2,0,0,0,-,6
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,6,,横山雅美,4,■,■,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,9,0,0,1,2.8,0,0,0,-,1
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,7,,上田かおり,4,■,■,■,■,nan,13,2,2,15.4,0.0,0.50,0,0,0,-,3,0.75,17,0,0,8,11.8,0,0,0,-,5
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,8,,井上香織,2,nan,□,nan,□,nan,3,0,2,0.0,-66.7,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,9,L,櫻井由香,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,39,35,0,89.7,0
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,11,,渡部有香,4,■,■,■,■,nan,29,12,4,41.4,27.6,3.00,5,3,0,60.0,0,-,13,0,0,2,3.8,1,1,0,100.0,12
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,14,,岡野知子,4,■,■,■,■,nan,32,15,2,46.9,40.6,3.75,0,0,0,-,2,0.50,12,0,0,2,4.2,27,21,0,77.8,17
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,15,,古舘歩,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2005-03-04,03,デンソーエアリービーズ,パイオニアレッドウィングス,18,,細田絵理,4,■,□,■,■,nan,24,3,4,12.5,-4.2,0.75,0,0,0,-,0,-,10,2,0,3,25.5,13,9,0,69.2,5
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,0,,佐々木みき,4,■,■,■,■,nan,47,17,6,36.2,23.4,4.25,7,1,3,14.3,1,0.25,13,0,2,2,3.8,10,7,0,70.0,18
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,3,,フールマンフランシーヌ,4,■,■,■,■,nan,37,21,2,56.8,51.4,5.25,0,0,0,-,8,2.00,11,0,1,0,0.0,0,0,0,-,29
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,4,,庄司夕起,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,5,,多治見麻子,4,■,■,■,■,nan,25,9,1,36.0,32.0,2.25,0,0,0,-,2,0.50,15,0,1,3,5.0,0,0,0,-,11
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,6,,島崎みゆき,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,7,L,吉田実代,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,17,0,60.7,0
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,9,,榛澤舞子,4,■,■,■,■,nan,19,9,1,47.4,42.1,2.25,0,0,0,-,0,-,20,0,1,1,1.2,28,22,0,78.6,9
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,11,,吉原知子,4,■,■,■,■,nan,18,3,2,16.7,5.6,0.75,0,0,0,-,1,0.25,16,0,0,4,6.2,12,11,0,91.7,4
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,14,,久保庭怜奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,16,,内田役子,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,22,2,2,5,13.0,0,0,0,-,3
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,17,,西畑美希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,パイオニアレッドウィングス,デンソーエアリービーズ,22,,高橋牧子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,1,,高橋みゆき,5,■,■,■,■,■,46,13,3,28.3,21.7,2.60,0,0,0,-,0,-,17,0,0,5,7.4,22,19,0,86.4,13
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,2,,杉山祥子,5,■,■,■,■,■,21,12,0,57.1,57.1,2.40,0,0,0,-,2,0.40,19,1,0,6,12.1,0,0,0,-,15
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,3,,大貫美奈子,5,■,■,■,■,■,4,3,0,75.0,75.0,0.60,0,0,0,-,0,-,13,1,1,4,13.8,0,0,0,-,4
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,4,,仁木希,5,■,■,■,■,■,63,26,6,41.3,31.7,5.20,0,0,0,-,0,-,12,0,0,2,4.2,31,22,0,71.0,26
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,5,,山本愛,5,■,■,■,■,■,34,9,3,26.5,17.6,1.80,4,2,1,50.0,2,0.40,23,0,0,11,12.0,0,0,0,-,11
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,6,L,有田佳織,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,20,0,64.5,0
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,7,,松崎さ代子,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,8,,中村真美,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,8,1,0,0,12.5,0,0,0,-,1
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,9,,梅尾千草,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,10,,河村めぐみ,5,■,■,■,■,■,16,4,1,25.0,18.8,0.80,0,0,0,-,3,0.60,10,0,1,2,5.0,2,1,0,50.0,7
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,12,,有田沙織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,NECレッドロケッツ,JTマーヴェラス,16,,栗田奈穂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,1,,江藤直美,5,■,■,■,■,■,21,8,0,38.1,38.1,1.60,0,0,0,-,3,0.60,12,0,0,3,6.2,0,0,0,-,11
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,2,,谷口雅美,5,■,■,■,■,■,46,17,4,37.0,28.3,3.40,7,2,2,28.6,3,0.60,21,2,3,4,13.3,23,10,0,43.5,22
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,3,,森山淳子,5,■,■,■,■,■,20,10,1,50.0,45.0,2.00,1,0,0,0.0,0,-,20,0,1,5,6.2,12,10,0,83.3,10
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,4,,シルバラケル,1,nan,nan,□,nan,nan,4,2,1,50.0,25.0,2.00,0,0,0,-,0,-,1,0,0,0,0.0,3,3,0,100.0,2
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,5,L,菅山かおる,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,13,0,68.4,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,6,,熊前知加子,5,■,■,■,■,■,41,8,5,19.5,7.3,1.60,1,1,0,100.0,3,0.60,10,1,1,4,20.0,23,18,0,78.3,12
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,7,,竹下佳江,5,■,■,■,■,■,2,0,0,0.0,0.0,-,0,0,0,-,0,-,14,0,2,5,8.9,0,0,0,-,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,8,,佐田樹理,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,0,1,2.5,9,7,0,77.8,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,9,,宝来麻紀子,5,■,■,■,■,■,45,14,2,31.1,26.7,2.80,2,0,1,0.0,3,0.60,8,0,1,1,3.1,7,3,0,42.9,17
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,10,,河村聖子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,11,,朝倉香苗,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,3,0,100.0,0
2005-03-04,03,JTマーヴェラス,NECレッドロケッツ,14,,高木理江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-05,03,JTマーヴェラス,パイオニアレッドウィングス,1,,江藤直美,3,■,■,■,nan,nan,11,2,1,18.2,9.1,0.67,0,0,0,-,0,-,12,2,0,4,23.3,1,0,0,0.0,4
