試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,1,,都築有美子,5,■,■,■,■,■,58,16,2,27.6,24.1,3.20,0,0,0,-,2,0.40,18,3,2,2,18.3,39,32,0,82.1,21
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,2,,今西郁瑠,5,■,■,■,■,■,68,31,8,45.6,33.8,6.20,4,1,2,25.0,1,0.20,20,0,5,7,8.8,22,21,0,95.5,32
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,3,,原田美樹,2,nan,nan,□,□,nan,6,3,0,50.0,50.0,1.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,3
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,4,,船崎恵視,5,■,■,■,■,■,3,2,0,66.7,66.7,0.40,0,0,0,-,0,-,13,0,3,3,5.8,0,0,0,-,2
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,5,,羽根翠,5,■,■,■,■,■,39,16,4,41.0,30.8,3.20,0,0,0,-,2,0.40,21,1,2,6,11.0,9,6,0,66.7,19
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,7,,前田見奈子,5,■,■,■,■,■,6,3,0,50.0,50.0,0.60,0,0,0,-,1,0.20,29,0,2,6,5.2,0,0,0,-,4
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,9,,梅尾千草,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,11,L,八田奈都己,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,22,0,88.0,0
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,14,,田辺友紀,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,1,0,2,18.8,0,0,0,-,1
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,15,,堀崎智恵美,4,nan,□,□,□,□,3,1,0,33.3,33.3,0.25,0,0,0,-,0,-,0,0,0,0,-,14,11,0,78.6,1
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,16,,服部鮎弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-12-08,12,トヨタ車体クインシーズ,パイオニアレッドウィングス,17,,及川英香,5,■,■,■,■,■,16,8,0,50.0,50.0,1.60,0,0,0,-,2,0.40,5,0,0,1,5.0,0,0,0,-,10
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,0,,佐々木みき,5,■,■,■,■,■,43,13,3,30.2,23.3,2.60,5,3,0,60.0,1,0.20,6,0,0,0,0.0,12,8,0,66.7,14
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,1,,栗原恵,5,■,■,■,■,■,47,15,2,31.9,27.7,3.00,11,3,0,27.3,3,0.60,26,1,3,3,6.0,7,5,0,71.4,19
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,4,,庄司夕起,5,■,■,■,■,■,13,6,0,46.2,46.2,1.20,0,0,0,-,7,1.40,16,1,0,2,8.1,0,0,0,-,14
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,5,,多治見麻子,5,■,■,■,■,■,10,3,0,30.0,30.0,0.60,0,0,0,-,9,1.80,21,0,1,6,7.1,0,0,0,-,12
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,7,,西堀育実,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,8,,今野加奈子,2,nan,nan,□,nan,□,4,1,1,25.0,0.0,0.50,2,0,1,0.0,0,-,5,0,0,0,0.0,0,0,0,-,1
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,12,,小濱ゆみ,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,5,1.00,18,0,1,1,1.4,0,0,0,-,5
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,15,,細川麻美,4,□,□,□,□,nan,8,4,0,50.0,50.0,1.00,0,0,0,-,0,-,2,0,1,0,0.0,5,2,0,40.0,4
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,17,,江口理代,5,□,□,□,■,■,12,9,1,75.0,66.7,1.80,0,0,0,-,1,0.20,13,0,0,1,1.9,15,11,0,73.3,10
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,20,L,吉田真未,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,43,35,0,81.4,0
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,22,,ウーシッチセナ,5,■,■,■,□,□,14,5,1,35.7,28.6,1.00,1,1,0,100.0,3,0.60,3,0,1,2,16.7,15,7,0,46.7,8
2007-12-08,12,パイオニアレッドウィングス,トヨタ車体クインシーズ,25,,滝沢ななえ,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2007-12-08,12,武富士バンブー,久光製薬スプリングス,1,,吉澤智恵,4,□,□,■,■,nan,16,6,3,37.5,18.8,1.50,3,1,1,33.3,0,-,8,0,0,1,3.1,5,4,0,80.0,6
2007-12-08,12,武富士バンブー,久光製薬スプリングス,4,,鶴田桂子,0,nan,nan,nan,nan,nan,1,1,0,100.0,100.0,INF,0,0,0,-,1,INF,16,0,0,2,3.1,0,0,0,-,2
2007-12-08,12,武富士バンブー,久光製薬スプリングス,5,,足立留美,4,■,■,■,■,nan,31,8,1,25.8,22.6,2.00,0,0,0,-,3,0.75,12,1,1,4,15.0,11,7,0,63.6,12
2007-12-08,12,武富士バンブー,久光製薬スプリングス,6,,池浦文香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
