試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,3,,井上奈々朱,4,■,■,■,■,nan,16,10,3,62.5,43.8,2.50,0,0,0,-,3,0.75,8,0,2,4,12.5,0,0,0,-,13
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,4,,橋本直子,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,5,L,佐藤あり紗,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,0,33.3,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,6,,引地舞,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,2,21.7,0,0,0,-,1
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,7,,パオリーニローレン,4,■,■,■,■,nan,42,19,4,45.2,35.7,4.75,0,0,0,-,3,0.75,12,0,1,5,10.4,0,0,0,-,22
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,8,,佐藤美弥,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,15,0,0,5,8.3,0,0,0,-,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,9,,渡邊久惠,4,■,■,■,■,nan,37,12,1,32.4,29.7,3.00,11,3,1,27.3,1,0.25,10,1,1,3,15.5,2,0,0,0.0,14
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,10,,内瀬戸真実,4,■,■,■,■,nan,37,7,2,18.9,13.5,1.75,0,0,0,-,0,-,15,1,1,7,17.0,46,21,0,45.7,8
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,11,,栗原恵,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,12,,遠井萌仁,4,■,■,■,■,nan,34,9,0,26.5,26.5,2.25,0,0,0,-,0,-,15,0,1,6,10.0,29,16,0,55.2,9
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,14,,佐々木美麗,3,nan,□,□,□,nan,13,4,1,30.8,23.1,1.33,1,0,1,0.0,0,-,2,0,0,0,0.0,4,1,0,25.0,4
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,16,,東原枝里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,17,L,斎田杏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,日立リヴァーレ,久光製薬スプリングス,18,,小池杏菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,1,,長岡望悠,4,■,■,■,■,nan,54,23,2,42.6,38.9,5.75,19,10,1,52.6,0,-,16,0,1,8,12.5,0,0,0,-,23
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,2,,古藤千鶴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,3,,新鍋理沙,4,■,■,■,■,nan,52,22,2,42.3,38.5,5.50,0,0,0,-,1,0.25,13,0,0,9,17.3,11,8,0,72.7,23
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,4,,岩坂名奈,4,■,■,■,■,nan,7,4,0,57.1,57.1,1.00,0,0,0,-,2,0.50,15,0,1,8,13.3,1,0,0,0.0,6
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,5,,水田祐未,4,■,■,■,■,nan,10,3,0,30.0,30.0,0.75,0,0,0,-,3,0.75,7,0,0,2,7.1,0,0,0,-,6
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,6,,石井優希,4,■,■,■,■,nan,41,13,3,31.7,24.4,3.25,1,0,0,0.0,1,0.25,21,0,0,12,14.3,50,26,0,52.0,14
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,8,,野本梨佳,2,nan,□,nan,□,nan,2,2,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,10,L,座安琴希,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,9,0,52.9,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,11,,栄絵里香,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,14,,森谷史佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,18,L,戸江真奈,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,23,,石橋里紗,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,0,4,25.7,0,0,0,-,1
2016-03-12,03,久光製薬スプリングス,日立リヴァーレ,24,,中大路絢野,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,13,1,0,5,15.8,0,0,0,-,2
