大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,30,41,158,65,5,41.1,52,21,3,40.4,1.59,11,0.27,104,1,3,11,20,6.0,82,35,13,50.6,65,11,4,80
レギュラーラウンド,サントリーサンバーズ,27,41,158,65,5,41.1,52,21,3,40.4,1.59,11,0.27,104,1,3,11,20,6.0,82,35,13,50.6,65,11,4,80
GAME1（5位決定戦）,サントリーサンバーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
GAME2（4位決定戦）,サントリーサンバーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
セミファイナル（３位決定戦）,サントリーサンバーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,32,115,642,320,35,49.8,125,64,13,51.2,2.78,31,0.27,446,10,11,85,114,6.3,406,135,106,46.3,320,31,21,372
レギュラーラウンド,サントリーサンバーズ,27,93,500,255,27,51.0,94,49,10,52.1,2.74,26,0.28,364,8,10,65,92,6.8,314,98,86,44.9,255,26,18,299
ファイナル６,サントリーサンバーズ,5,22,142,65,8,45.8,31,15,3,48.4,2.95,5,0.23,82,2,1,20,22,4.3,92,37,20,51.1,65,5,3,73
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,26,98,597,255,34,42.7,88,32,9,36.4,2.60,43,0.44,309,5,3,44,70,4.7,543,194,143,48.9,255,43,8,306
レギュラーラウンド,サントリーサンバーズ,21,78,468,198,28,42.3,67,23,7,34.3,2.54,35,0.45,249,4,2,34,55,4.5,423,151,109,48.6,198,35,6,239
ファイナル６,サントリーサンバーズ,5,20,129,57,6,44.2,21,9,2,42.9,2.85,8,0.40,60,1,1,10,15,5.4,120,43,34,50.0,57,8,2,67
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,26,46,136,56,6,41.2,9,4,3,44.4,1.22,12,0.26,86,1,2,14,30,11.7,73,28,0,38.4,56,12,3,71
レギュラーラウンド,サントリーサンバーズ,21,39,124,53,6,42.7,9,4,3,44.4,1.36,12,0.31,81,1,2,14,27,11.5,69,26,0,37.7,53,12,3,68
ファイナル６,サントリーサンバーズ,5,7,12,3,0,25.0,0,0,0,-,0.43,0,-,5,0,0,0,3,15.0,4,2,0,50.0,3,0,0,3
天皇杯全日本選手権大会,,1,2,8,3,1,37.5,2,0,1,0.0,1.50,1,0.50,5,0,0,1,3,15.0,0,0,0,-,3,1,0,4
レギュラーラウンド,,1,2,8,3,1,37.5,2,0,1,0.0,1.50,1,0.50,5,0,0,1,3,15.0,0,0,0,-,3,1,0,4
Ｖ・プレミアリーグ男子 2015/16,サントリーサンバーズ,21,68,390,178,26,45.6,64,36,6,56.2,2.62,12,0.18,196,3,7,31,63,12.4,352,173,0,49.1,178,12,10,200
レギュラーラウンド,サントリーサンバーズ,21,68,390,178,26,45.6,64,36,6,56.2,2.62,12,0.18,196,3,7,31,63,12.4,352,173,0,49.1,178,12,10,200
チャレンジマッチ男子2015/16,サントリーサンバーズ,2,6,33,13,0,39.4,2,0,0,0.0,2.17,0,-,30,0,4,3,11,19.8,23,16,0,69.6,13,0,4,17
チャレンジマッチ,サントリーサンバーズ,2,6,33,13,0,39.4,2,0,0,0.0,2.17,0,-,30,0,4,3,11,19.8,23,16,0,69.6,13,0,4,17
Ｖ・プレミアリーグ男子 2014/15,サントリーサンバーズ,28,100,546,272,37,49.8,89,48,10,53.9,2.72,49,0.49,391,8,13,84,139,13.6,246,123,0,50.0,272,49,21,342
レギュラーラウンド,サントリーサンバーズ,21,77,413,204,25,49.4,61,31,6,50.8,2.65,42,0.55,296,6,12,64,107,14.3,171,90,0,52.6,204,42,18,264
ファイナル６,サントリーサンバーズ,5,16,83,42,7,50.6,19,11,4,57.9,2.62,6,0.38,69,1,1,14,23,10.9,48,22,0,45.8,42,6,2,50
ファイナル３,サントリーサンバーズ,1,4,25,14,2,56.0,3,2,0,66.7,3.50,1,0.25,16,1,0,3,6,15.6,21,10,0,47.6,14,1,1,16
ファイナル,サントリーサンバーズ,1,3,25,12,3,48.0,6,4,0,66.7,4.00,0,-,10,0,0,3,3,7.5,6,1,0,16.7,12,0,0,12
Ｖ・プレミアリーグ男子 2013/14,サントリーサンバーズ,28,68,533,246,36,46.2,225,107,17,47.6,3.62,15,0.22,169,2,3,36,61,11.6,2,1,0,50.0,246,15,5,266
レギュラーラウンド,サントリーサンバーズ,28,68,533,246,36,46.2,225,107,17,47.6,3.62,15,0.22,169,2,3,36,61,11.6,2,1,0,50.0,246,15,5,266
