大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,22,26,96,46,7,47.9,40.625,34,15,3,44.1,35.294117647058826,1.77,1,0.04,44,0,2,14,8,1.1,0,0,0,-,46,1,2,49
レギュラーラウンド,サントリーサンバーズ,19,24,94,45,7,47.9,40.42553191489361,33,15,3,45.5,36.36363636363637,1.88,1,0.04,43,0,2,14,8,1.2,0,0,0,-,45,1,2,48
GAME1（5位決定戦）,サントリーサンバーズ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
GAME2（4位決定戦）,サントリーサンバーズ,1,2,2,1,0,50.0,50.0,1,0,0,0.0,0.0,0.50,0,-,1,0,0,0,0,0.0,0,0,0,-,1,0,0,1
セミファイナル（３位決定戦）,サントリーサンバーズ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,30,57,105,39,9,37.1,28.57142857142857,43,17,5,39.5,27.906976744186046,0.68,3,0.05,68,2,1,27,19,1.5,0,0,0,-,39,3,3,45
レギュラーラウンド,サントリーサンバーズ,25,50,91,34,8,37.4,28.57142857142857,38,14,5,36.8,23.684210526315788,0.68,3,0.06,62,2,1,24,18,2.4,0,0,0,-,34,3,3,40
ファイナル６,サントリーサンバーズ,5,7,14,5,1,35.7,28.57142857142857,5,3,0,60.0,60.0,0.71,0,-,6,0,0,3,1,-8.3,0,0,0,-,5,0,0,5
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,24,56,80,33,2,41.2,38.75,11,5,1,45.5,36.36363636363637,0.59,2,0.04,67,3,2,21,23,8.2,6,1,2,33.3,33,2,5,40
レギュラーラウンド,サントリーサンバーズ,19,48,55,25,1,45.5,43.63636363636363,8,4,0,50.0,50.0,0.52,2,0.04,57,3,2,17,19,9.6,6,1,2,33.3,25,2,5,32
ファイナル６,サントリーサンバーズ,5,8,25,8,1,32.0,28.000000000000004,3,1,1,33.3,0.0,1.00,0,-,10,0,0,4,4,0.0,0,0,0,-,8,0,0,8
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,13,34,10,6,2,60.0,40.0,0,0,0,-,,0.18,0,-,34,1,1,7,15,16.3,0,0,0,-,6,0,2,8
レギュラーラウンド,サントリーサンバーズ,8,23,10,6,2,60.0,40.0,0,0,0,-,,0.26,0,-,21,1,0,4,10,16.7,0,0,0,-,6,0,1,7
ファイナル６,サントリーサンバーズ,5,11,0,0,0,-,,0,0,0,-,,-,0,-,13,0,1,3,5,15.8,0,0,0,-,0,0,1,1
レギュラーシーズン通算,,71,145,250,110,18,44.0,36.8,79,33,8,41.8,31.645569620253166,0.76,6,0.04,183,6,5,59,55,5.5,6,1,2,33.3,110,6,11,127
通算,,89,173,291,124,20,42.6,35.738831615120276,88,37,9,42.0,31.818181818181817,0.72,6,0.03,213,6,6,69,65,5.2,6,1,2,33.3,124,6,12,142
