試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2002-03-15,03,東レアローズ,サントリーサンバーズ,3,,加藤陽一,5,■,■,■,■,■,36,15,5,41.7,27.8,3.00,13,5,3,38.5,2,0.40,12,0,0,6,12.5,13,11,0,84.6,17
2002-03-15,03,東レアローズ,サントリーサンバーズ,4,,魚井貞夫,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,東レアローズ,サントリーサンバーズ,5,,笠原紀久,3,□,□,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2002-03-15,03,東レアローズ,サントリーサンバーズ,6,,山口誠,5,■,■,■,■,■,1,0,0,0.0,0.0,-,1,0,0,0.0,1,0.20,24,2,1,4,11.7,0,0,0,-,3
2002-03-15,03,東レアローズ,サントリーサンバーズ,7,,齋藤信治,5,■,■,■,■,■,10,6,0,60.0,60.0,1.20,0,0,0,-,1,0.20,9,1,3,0,11.1,0,0,0,-,8
2002-03-15,03,東レアローズ,サントリーサンバーズ,8,,泉川正幸,5,■,■,■,■,■,21,10,0,47.6,47.6,2.00,2,1,0,50.0,2,0.40,23,0,2,4,4.3,44,36,0,81.8,12
2002-03-15,03,東レアローズ,サントリーサンバーズ,9,,ダジルバカルロス,5,■,■,■,■,■,46,22,4,47.8,39.1,4.40,18,10,2,55.6,2,0.40,21,1,2,2,6.2,1,1,0,100.0,25
2002-03-15,03,東レアローズ,サントリーサンバーズ,11,,小林敦,5,■,■,■,■,■,19,11,2,57.9,47.4,2.20,0,0,0,-,3,0.60,10,0,0,3,7.5,2,2,0,100.0,14
2002-03-15,03,東レアローズ,サントリーサンバーズ,12,,鈴木聡,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,東レアローズ,サントリーサンバーズ,15,,清水喬嗣,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,東レアローズ,サントリーサンバーズ,16,,高杉洋平,4,□,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2002-03-15,03,東レアローズ,サントリーサンバーズ,18,L,浅川敏,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,34,23,0,67.6,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,1,,朝日健太郎,5,■,■,■,■,■,5,4,0,80.0,80.0,0.80,0,0,0,-,6,1.20,5,0,0,1,5.0,0,0,0,-,10
2002-03-15,03,サントリーサンバーズ,東レアローズ,2,,佐々木太一,5,■,■,■,■,■,16,9,1,56.2,50.0,1.80,0,0,0,-,3,0.60,16,0,0,3,4.7,2,1,0,50.0,12
2002-03-15,03,サントリーサンバーズ,東レアローズ,3,,宮本守,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,4,,清水雅之,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,20,0,1,0,0.0,0,0,0,-,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,6,,栗原圭介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,9,,上田芳裕,4,□,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,10,,荻野正二,5,■,■,■,■,■,6,1,2,16.7,-16.7,0.20,0,0,0,-,0,-,15,0,0,2,3.3,37,26,0,70.3,1
2002-03-15,03,サントリーサンバーズ,東レアローズ,11,L,津曲勝利,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,41,36,0,87.8,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,12,,木原丈裕,5,■,■,■,■,■,20,9,2,45.0,35.0,1.80,8,3,0,37.5,1,0.20,20,0,0,2,2.5,17,10,0,58.8,10
2002-03-15,03,サントリーサンバーズ,東レアローズ,15,,栗原功武,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,サントリーサンバーズ,東レアローズ,16,,ジルソンベルナルド,5,■,■,■,■,■,86,44,13,51.2,36.0,8.80,33,17,4,51.5,2,0.40,21,4,7,8,26.7,0,0,0,-,50
2002-03-15,03,サントリーサンバーズ,東レアローズ,17,,阿南卓,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,0,,小西健太,3,■,■,■,nan,nan,9,4,1,44.4,33.3,1.33,0,0,0,-,2,0.67,9,1,2,1,11.7,0,0,0,-,7
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,1,,澤畠雄一郎,4,■,■,■,■,nan,18,7,2,38.9,27.8,1.75,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-,7
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,4,,中垣内祐一,3,nan,□,■,■,nan,16,7,0,43.8,43.8,2.33,6,4,0,66.7,1,0.33,5,0,0,1,5.0,4,2,0,50.0,8
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,5,,市橋祐之,3,□,■,■,nan,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,9,0,2,0,0.0,0,0,0,-,0
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,6,,千葉進也,3,■,■,nan,□,nan,13,3,4,23.1,-7.7,1.00,2,1,1,50.0,0,-,6,0,0,3,12.5,5,1,0,20.0,3
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,7,,渡邊友嗣,3,□,nan,□,■,nan,10,7,0,70.0,70.0,2.33,4,3,0,75.0,0,-,6,1,0,0,13.3,4,4,0,100.0,8
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,9,,高橋智則,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,10,,甲斐祐之,3,■,■,■,nan,nan,19,5,6,26.3,-5.3,1.67,6,2,1,33.3,0,-,6,0,2,1,4.2,6,6,0,100.0,5
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,12,,増成一志,3,■,nan,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,12,0,1,2,4.2,0,0,0,-,0
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,15,,伊藤信博,3,nan,□,□,■,nan,7,2,0,28.6,28.6,0.67,1,0,0,0.0,0,-,6,0,1,2,8.3,0,0,0,-,2
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,22,L,酒井新悟,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,42,37,0,88.1,0
2002-03-15,03,堺ブレイザーズ,NECブルーロケッツ,23,,グルビッチウラジミル,4,■,■,■,■,nan,17,6,1,35.3,29.4,1.50,3,0,0,0.0,1,0.25,12,0,1,1,2.1,20,18,0,90.0,7
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,2,,細川延由,3,□,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,1,1,6.2,0,0,0,-,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,5,,大関元樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,6,,竹内実,4,■,■,■,■,nan,21,10,4,47.6,28.6,2.50,5,3,1,60.0,1,0.25,15,0,3,1,1.7,38,28,0,73.7,11
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,8,L,西村晃一,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,14,0,93.3,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,10,,青木一平,4,■,■,■,■,nan,15,7,0,46.7,46.7,1.75,0,0,0,-,3,0.75,21,1,0,1,6.0,0,0,0,-,11
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,11,,渡邉正堂,4,■,■,■,■,nan,4,3,0,75.0,75.0,0.75,0,0,0,-,3,0.75,11,0,0,0,0.0,0,0,0,-,6
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,12,,奥田晃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,14,,鎌田修,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,16,,佐藤宝男,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,18,,ロドリゲスアンデルソン,4,■,■,■,■,nan,44,29,6,65.9,52.3,7.25,21,12,5,57.1,1,0.25,15,0,6,6,10.0,0,0,0,-,30
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,20,,大村悟,4,■,■,■,■,nan,23,16,1,69.6,65.2,4.00,4,3,1,75.0,0,-,12,0,2,1,2.1,16,13,0,81.2,16
2002-03-15,03,NECブルーロケッツ,堺ブレイザーズ,21,,宇佐美大輔,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,17,0,3,3,4.4,1,0,0,0.0,0
2002-03-16,03,東レアローズ,堺ブレイザーズ,3,,加藤陽一,4,■,■,■,■,nan,42,24,5,57.1,45.2,6.00,6,3,2,50.0,4,1.00,18,2,3,2,12.8,30,23,0,76.7,30
2002-03-16,03,東レアローズ,堺ブレイザーズ,4,,魚井貞夫,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,東レアローズ,堺ブレイザーズ,5,,笠原紀久,3,nan,□,□,■,nan,6,5,0,83.3,83.3,1.67,0,0,0,-,2,0.67,10,0,0,0,0.0,11,9,0,81.8,7
2002-03-16,03,東レアローズ,堺ブレイザーズ,6,,山口誠,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,1,0.25,13,0,1,1,1.9,1,0,0,0.0,2
2002-03-16,03,東レアローズ,堺ブレイザーズ,7,,齋藤信治,4,■,■,■,■,nan,12,5,0,41.7,41.7,1.25,0,0,0,-,2,0.50,9,1,1,1,13.9,0,0,0,-,8
2002-03-16,03,東レアローズ,堺ブレイザーズ,8,,泉川正幸,3,■,■,■,nan,nan,18,7,2,38.9,27.8,2.33,2,2,0,100.0,2,0.67,12,2,1,1,15.4,18,13,0,72.2,11
2002-03-16,03,東レアローズ,堺ブレイザーズ,9,,ダジルバカルロス,4,■,■,■,■,nan,57,24,6,42.1,31.6,6.00,25,11,4,44.0,1,0.25,17,0,0,1,1.5,0,0,0,-,25
2002-03-16,03,東レアローズ,堺ブレイザーズ,11,,小林敦,4,■,■,■,■,nan,5,2,1,40.0,20.0,0.50,0,0,0,-,0,-,19,0,1,4,5.3,0,0,0,-,2
2002-03-16,03,東レアローズ,堺ブレイザーズ,12,,鈴木聡,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,東レアローズ,堺ブレイザーズ,15,,清水喬嗣,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,東レアローズ,堺ブレイザーズ,16,,高杉洋平,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,10,1,0,2,13.0,0,0,0,-,1
2002-03-16,03,東レアローズ,堺ブレイザーズ,18,L,浅川敏,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,22,0,81.5,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,0,,小西健太,4,■,■,■,■,nan,12,7,0,58.3,58.3,1.75,0,0,0,-,4,1.00,15,0,3,2,3.3,0,0,0,-,11
2002-03-16,03,堺ブレイザーズ,東レアローズ,1,,澤畠雄一郎,4,■,■,■,■,nan,18,10,1,55.6,50.0,2.50,1,0,0,0.0,3,0.75,12,0,3,4,8.3,1,1,0,100.0,13
2002-03-16,03,堺ブレイザーズ,東レアローズ,4,,中垣内祐一,4,□,□,□,□,nan,8,4,0,50.0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,4
2002-03-16,03,堺ブレイザーズ,東レアローズ,5,,市橋祐之,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,17,0,2,1,1.5,0,0,0,-,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,6,,千葉進也,4,■,■,■,■,nan,36,18,3,50.0,41.7,4.50,8,5,1,62.5,0,-,22,1,1,3,7.0,10,9,0,90.0,19
2002-03-16,03,堺ブレイザーズ,東レアローズ,7,,渡邊友嗣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,9,,高橋智則,2,nan,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,7,6,0,85.7,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,10,,甲斐祐之,4,■,■,■,■,nan,43,20,4,46.5,37.2,5.00,17,8,1,47.1,0,-,19,1,2,4,9.5,2,1,0,50.0,21
2002-03-16,03,堺ブレイザーズ,東レアローズ,12,,増成一志,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,15,,伊藤信博,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,22,L,酒井新悟,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,20,0,90.9,0
2002-03-16,03,堺ブレイザーズ,東レアローズ,23,,グルビッチウラジミル,4,■,■,■,■,nan,27,9,2,33.3,25.9,2.25,5,2,0,40.0,1,0.25,14,1,2,4,14.3,56,45,0,80.4,11
2002-03-16,03,サントリーサンバーズ,NECブルーロケッツ,1,,朝日健太郎,4,■,■,■,■,nan,14,3,1,21.4,14.3,0.75,1,0,0,0.0,5,1.25,6,0,0,1,4.2,1,0,0,0.0,8
2002-03-16,03,サントリーサンバーズ,NECブルーロケッツ,2,,佐々木太一,4,■,■,■,■,nan,13,7,0,53.8,53.8,1.75,0,0,0,-,2,0.50,18,1,3,6,12.8,2,2,0,100.0,10
2002-03-16,03,サントリーサンバーズ,NECブルーロケッツ,3,,宮本守,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2002-03-16,03,サントリーサンバーズ,NECブルーロケッツ,4,,清水雅之,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,15,1,0,2,8.7,0,0,0,-,2
