試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-17,埼玉上尾メディックス,3,,サンティアゴアライジャダフニ,3,■,■,■,nan,nan,18,10,0,55.6,55.6,3.33,0,0,0,-,0,-,8,0,2,1,-3.1,1,0,0,0.0,,,,,,,,
2020-10-17,埼玉上尾メディックス,4,,堀江美志,3,■,□,□,nan,nan,22,6,2,27.3,18.2,2.00,1,0,0,0.0,0,-,6,0,0,2,8.3,5,0,1,10.0,,,,,,,,
2020-10-17,埼玉上尾メディックス,5,,山崎のの花,3,□,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,6,,山口珠李,3,■,■,■,nan,nan,10,2,2,20.0,0.0,0.67,0,0,0,-,1,0.33,7,0,0,2,7.1,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,7,L,山岸あかね,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,5,3,46.4,,,,,,,,
2020-10-17,埼玉上尾メディックス,8,,吉野優理,3,■,■,■,nan,nan,29,9,5,31.0,13.8,3.00,3,0,1,0.0,1,0.33,5,0,2,2,0.0,30,6,6,30.0,,,,,,,,
2020-10-17,埼玉上尾メディックス,9,,内瀬戸真実,3,■,■,■,nan,nan,15,6,0,40.0,40.0,2.00,2,1,0,50.0,0,-,16,0,1,5,6.2,16,9,4,68.8,,,,,,,,
2020-10-17,埼玉上尾メディックス,10,,佐藤優花,1,nan,nan,■,nan,nan,8,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,11,,青柳京古,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,14,,椎名真子,2,□,■,nan,nan,nan,9,1,0,11.1,11.1,0.50,1,0,0,0.0,0,-,3,0,2,0,-16.7,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,15,,ジョセフシャイナ,1,nan,nan,□,nan,nan,3,0,0,0.0,0.0,-,1,0,0,0.0,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,18,,権田寛奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,20,,田川紘美,2,■,nan,□,nan,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,23,,大室璃紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,埼玉上尾メディックス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,116,35,9,30.2,22.4,11.67,8,1,1,12.5,2,0.67,54,0,7,14,3.2,66,20,14,40.9,107,38,4,35.5,10,3.33,19.5,60.6
