試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2005-03-04,03,東レアローズ,NECブルーロケッツ,1,,青山繁,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2005-03-04,03,東レアローズ,NECブルーロケッツ,2,L,田辺修,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,19,0,79.2,0
2005-03-04,03,東レアローズ,NECブルーロケッツ,3,,柴田恭平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,東レアローズ,NECブルーロケッツ,4,,アブラーモフパーベル,3,■,■,■,nan,nan,30,17,3,56.7,46.7,5.67,5,4,0,80.0,1,0.33,16,3,2,5,24.1,27,15,0,55.6,21
2005-03-04,03,東レアローズ,NECブルーロケッツ,5,,笠原紀久,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,東レアローズ,NECブルーロケッツ,7,,齋藤信治,3,■,■,■,nan,nan,10,3,2,30.0,10.0,1.00,0,0,0,-,3,1.00,16,0,0,8,12.5,0,0,0,-,6
2005-03-04,03,東レアローズ,NECブルーロケッツ,9,,阿部裕太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-03-04,03,東レアローズ,NECブルーロケッツ,11,,小林敦,3,■,■,■,nan,nan,8,4,0,50.0,50.0,1.33,0,0,0,-,4,1.33,8,0,1,2,6.2,1,1,0,100.0,8
2005-03-04,03,東レアローズ,NECブルーロケッツ,14,,今田祐介,3,■,■,■,nan,nan,17,10,0,58.8,58.8,3.33,2,1,0,50.0,0,-,8,0,5,2,6.2,7,3,0,42.9,10
2005-03-04,03,東レアローズ,NECブルーロケッツ,16,,高杉洋平,3,■,■,■,nan,nan,20,11,0,55.0,55.0,3.67,7,3,0,42.9,1,0.33,10,0,1,4,10.0,0,0,0,-,12
