試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,3,,中道瞳,3,■,■,■,,,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,9,0,0,3,8.3,0,0,0,-,1
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,4,,高田ありさ,3,■,■,■,,,30,13,2,43.3,36.7,4.33,0,0,0,-,0,-,16,3,1,7,27.2,21,11,0,52.4,16
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,6,,迫田さおり,3,■,■,■,,,44,20,1,45.5,43.2,6.67,9,5,0,55.6,2,0.67,8,1,0,5,25.6,0,0,0,-,23
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,7,,下平夏奈,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,1,0,4,40.0,0,0,0,-,1
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,8,,宮田由佳里,3,■,■,■,,,9,3,2,33.3,11.1,1.00,0,0,0,-,1,0.33,10,0,1,3,7.5,0,0,0,-,4
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,9,,小平花織,3,■,■,■,,,28,7,1,25.0,21.4,2.33,0,0,0,-,1,0.33,9,0,1,1,2.8,15,12,0,80.0,8
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,11,,田代佳奈美,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,6,1,0,1,17.5,0,0,0,-,1
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,12,L,木村美里,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,15,0,60.0,0
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,13,,堀川真理,3,□,□,□,,,10,2,1,20.0,10.0,0.67,0,0,0,-,1,0.33,0,0,0,0,-,0,0,0,-,3
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,14,,二見梓,3,■,■,■,,,8,1,1,12.5,0.0,0.33,0,0,0,-,7,2.33,10,2,0,4,26.0,0,0,0,-,10
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,16,,ペーニャヨンカイラ,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,17,,野村明日香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,19,,伊藤望,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2014-04-12,2014-04,東レアローズ,トヨタ車体クインシーズ,21,L,藤本果歩,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
