試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-23,PFUブルーキャッツ,2,,ドリスジェニファー,4,■,■,■,■,nan,17,8,2,0.47058823529411764,0.35294117647058826,2.00,0,0,0,-,2,0.50,9,0,0,2,5.6,0,0,0,-
2019-11-23,PFUブルーキャッツ,3,L,吉安遥,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,PFUブルーキャッツ,4,,宇田沙織,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,4,1,1,37.5
2019-11-23,PFUブルーキャッツ,6,,村上華澄,4,■,■,■,■,nan,6,2,1,0.3333333333333333,0.16666666666666666,0.50,0,0,0,-,0,-,11,0,1,5,9.1,0,0,0,-
2019-11-23,PFUブルーキャッツ,7,,合屋咲希,3,nan,□,□,□,nan,8,4,1,0.5,0.375,1.33,0,0,0,-,1,0.33,0,0,0,0,-,0,0,0,-
2019-11-23,PFUブルーキャッツ,8,,高相みな実,2,nan,nan,□,□,nan,11,4,0,0.36363636363636365,0.36363636363636365,2.00,2,0,0,0.0,0,-,5,1,0,0,20.0,6,2,2,50.0
2019-11-23,PFUブルーキャッツ,9,,山下遥香,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2019-11-23,PFUブルーキャッツ,11,,堀口あやか,4,■,■,■,■,nan,31,14,0,0.45161290322580644,0.45161290322580644,3.50,4,2,0,50.0,1,0.25,10,1,0,2,15.0,15,6,5,56.7
2019-11-23,PFUブルーキャッツ,12,,清水眞衣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,PFUブルーキャッツ,13,,津賀菜緒,4,■,■,■,■,nan,40,12,3,0.3,0.225,3.00,6,2,1,33.3,1,0.25,8,1,2,2,12.5,0,0,0,-
2019-11-23,PFUブルーキャッツ,14,,島畑奈緒子,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,14,1,1,7,17.9,1,0,0,0.0
2019-11-23,PFUブルーキャッツ,17,L,筒井さやか,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,4,12,52.6
2019-11-23,PFUブルーキャッツ,19,,スークソッドタナッチャ,1,□,nan,nan,nan,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,PFUブルーキャッツ,33,,和才奈々美,4,■,■,■,■,nan,31,8,1,0.25806451612903225,0.22580645161290322,2.00,0,0,0,-,0,-,15,1,2,4,10.0,45,17,13,52.2
2019-11-23,PFUブルーキャッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,146,53,8,0.363013698630137,0.3082191780821918,13.25,12,4,1,33.3,5,1.25,76,5,6,23,12.2,90,30,33,51.7
