名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
イエリズバシャ,NECレッドロケッツ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
パオリーニローレン,日立リヴァーレ,7,18,165,87,6,52.7,49.1,0,0,0,11,63,3,4,22,6,3,0,,4.8,0.6,11.9,50.0
マーフィーケリー,埼玉上尾メディックス,15,19,239,87,12,36.4,31.4,76,24,6,5,75,3,9,23,2,1,0,31.6,4.6,0.3,8.7,50.0
ミハイロビッチブランキツァ,久光製薬スプリングス,9,8,28,19,1,67.9,64.3,3,1,0,1,11,1,2,3,3,2,0,33.3,2.4,0.1,11.4,66.7
三浦茉実,埼玉上尾メディックス,9,4,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.2,,
上野香織,NECレッドロケッツ,15,11,21,8,1,38.1,33.3,0,0,0,2,31,2,8,9,3,2,0,,0.7,0.2,7.3,66.7
下平夏奈,東レアローズ,12,7,0,0,0,,,0,0,0,0,7,0,1,2,0,0,0,,0.0,0.0,3.6,
中大路絢野,久光製薬スプリングス,24,5,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
中道瞳,東レアローズ,1,17,6,5,0,83.3,83.3,0,0,0,0,49,3,3,8,1,0,0,,0.3,0.0,8.7,0.0
丸山亜季,岡山シーガルズ,20,21,0,0,0,,,0,0,0,0,0,0,0,0,79,59,0,,0.0,0.0,,74.7
丸山裕子,埼玉上尾メディックス,20,18,74,30,2,40.5,37.8,0,0,0,6,49,0,0,9,2,2,0,,1.7,0.3,4.6,100.0
二見梓,東レアローズ,10,8,23,8,0,34.8,34.8,0,0,0,2,24,1,3,4,1,0,0,,1.0,0.2,5.2,0.0
井上奈々朱,日立リヴァーレ,3,18,47,21,4,44.7,36.2,0,0,0,10,51,2,4,15,4,3,0,,1.2,0.6,9.3,75.0
今野加奈子,岡山シーガルズ,3,11,100,30,5,30.0,25.0,2,0,0,0,29,2,4,7,40,21,0,0.0,2.7,0.0,9.5,52.5
伊藤望,東レアローズ,15,21,148,43,10,29.1,22.3,0,0,0,6,46,1,7,12,1,1,0,,2.0,0.3,4.9,100.0
伊関悠,日立リヴァーレ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
