試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,3,,サンティアゴアライジャダフニ,5,■,■,■,■,■,28,18,1,64.3,60.7,3.60,0,0,0,-,5,1.00,14,0,1,5,7.1,0,0,0,-,23
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,8,,松本亜弥華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,9,,三浦茉実,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,11,,青柳京古,5,■,■,■,■,■,11,9,0,81.8,81.8,1.80,0,0,0,-,2,0.40,15,1,1,3,10.0,2,0,1,25.0,12
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,13,,井上美咲,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,2,0.40,32,0,0,12,9.4,1,0,0,0.0,2
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,17,,シュシュニャルカタリナ,5,■,■,■,■,■,58,25,4,43.1,36.2,5.00,14,8,1,57.1,4,0.80,12,0,5,1,-8.3,0,0,0,-,29
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,19,,荒木夕貴,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,20,,丸山裕子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,23,L,大室璃紗,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,16,5,61.7,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,24,,山口珠李,3,nan,□,□,□,nan,12,5,2,41.7,25.0,1.67,0,0,0,-,1,0.33,1,0,0,0,0.0,0,0,0,-,6
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,25,,山崎のの花,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,26,,堀江美志,5,■,■,■,■,■,26,10,5,38.5,19.2,2.00,4,1,0,25.0,1,0.20,15,0,1,3,3.3,49,19,13,52.0,11
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,28,,岩澤実育,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,0,33.3,0
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,29,,吉野優理,5,■,■,■,■,■,32,10,0,31.2,31.2,2.00,1,0,0,0.0,3,0.60,19,1,1,7,13.2,16,6,5,53.1,14
2019-03-24,埼玉上尾メディックス,デンソーエアリービーズ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,167,77,12,46.1,38.9,15.40,19,9,1,47.4,18,3.60,109,2,9,31,6.9,101,42,24,53.5,97
