名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アキンラデウォフォルケ,2017-10,久光製薬スプリングス,16,12,63,39,1,61.9,60.3,0,0,0,12,41,5,3,11,1,0,1,56,,3.25,1.0,17.1,50.0
アキンラデウォフォルケ,2017-11,久光製薬スプリングス,16,28,133,84,6,63.2,58.6,0,0,0,21,101,6,5,41,6,1,2,111,,3.0,0.75,14.9,33.3
アキンラデウォフォルケ,2017-12,久光製薬スプリングス,16,16,87,49,2,56.3,54.0,0,0,0,6,66,8,5,27,0,0,0,63,,3.06,0.38,20.5,
アキンラデウォフォルケ,2018-01,久光製薬スプリングス,16,18,115,68,6,59.1,53.9,0,0,0,14,71,6,4,21,2,1,0,88,,3.78,0.78,14.4,50.0
オクム大庭冬美ハウィ,2017-10,日立リヴァーレ,17,1,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
オクム大庭冬美ハウィ,2017-11,日立リヴァーレ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
オクム大庭冬美ハウィ,2017-12,日立リヴァーレ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
オクム大庭冬美ハウィ,2018-01,日立リヴァーレ,17,5,63,21,3,33.3,28.6,4,1,1,2,16,0,3,4,1,0,0,23,25.0,4.2,0.4,1.6,0.0
オズソイネリマン,2017-10,トヨタ車体クインシーズ,13,10,135,57,15,42.2,31.1,36,20,8,8,44,3,0,16,0,0,0,68,55.6,5.7,0.8,15.9,
オズソイネリマン,2017-11,トヨタ車体クインシーズ,13,31,463,210,36,45.4,37.6,166,86,19,16,107,5,3,39,11,0,4,231,51.8,6.77,0.52,13.1,18.2
オズソイネリマン,2017-12,トヨタ車体クインシーズ,13,16,281,116,25,41.3,32.4,97,41,10,4,63,6,0,17,1,0,1,126,42.3,7.25,0.25,16.3,50.0
オズソイネリマン,2018-01,トヨタ車体クインシーズ,13,24,312,136,24,43.6,35.9,104,46,15,14,88,5,3,41,0,0,0,155,44.2,5.67,0.58,16.5,
カルカセスケニア,2017-10,埼玉上尾メディックス,14,11,179,74,18,41.3,31.3,40,15,7,3,35,5,9,6,1,1,0,82,37.5,6.73,0.27,12.1,100.0
カルカセスケニア,2017-11,埼玉上尾メディックス,14,30,449,177,36,39.4,31.4,102,40,10,13,95,6,25,21,1,0,1,196,39.2,5.9,0.43,5.3,50.0
カルカセスケニア,2017-12,埼玉上尾メディックス,14,14,265,110,28,41.5,30.9,86,41,14,5,41,1,10,4,1,0,0,116,47.7,7.86,0.36,-1.2,0.0
