試合日,月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,9,,本多駿,3,■,■,■,nan,nan,19,6,4,31.6,10.5,2.00,4,1,1,25.0,1,0.33,10,1,2,4,18.0,21,10,0,47.6,8
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,10,,繁田康平,3,□,■,■,nan,nan,10,5,1,50.0,40.0,1.67,0,0,0,-,0,-,7,0,0,6,21.4,0,0,0,-,5
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,11,,片渕貴史,1,■,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,15,,山本慎人,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,2,12.5,0,0,0,-,0
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,18,L,有薗亮平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,20,,北村將,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,22,,川口喬,3,□,□,■,nan,nan,7,5,0,71.4,71.4,1.67,0,0,0,-,0,-,4,0,2,1,6.2,0,0,0,-,5
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,24,,小林空,3,■,■,■,nan,nan,21,6,1,28.6,23.8,2.00,6,3,1,50.0,1,0.33,10,0,2,3,7.5,3,1,0,33.3,7
2015-12-05,12,近畿クラブスフィーダ,VC長野トライデンツ,0,3,0,31,,道本祥宜,2,■,■,nan,nan,nan,13,2,5,15.4,-23.1,1.00,0,0,0,-,0,-,6,0,1,0,0.0,10,5,0,50.0,2
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,2,,白川佑樹,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,4,,川合翔太,3,■,■,■,nan,nan,37,21,1,56.8,54.1,7.00,5,5,0,100.0,4,1.33,10,0,5,2,5.0,1,1,0,100.0,25
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,5,,納庄皓仁,3,■,■,■,nan,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,1,0.33,8,0,1,1,3.1,0,0,0,-,7
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,8,,今村雄登,3,■,■,■,nan,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,1,0.33,20,2,0,7,16.8,0,0,0,-,5
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,9,,竹永大樹,3,■,■,■,nan,nan,18,8,2,44.4,33.3,2.67,3,1,0,33.3,2,0.67,17,0,1,8,11.8,9,6,0,66.7,10
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,10,,奥長勝之,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,1,0.33,12,1,2,4,15.0,42,27,0,64.3,9
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,14,L,田渕慎一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,8,0,80.0,0
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,16,,村田峻一,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,17,,壇亮太,3,■,■,■,nan,nan,10,8,0,80.0,80.0,2.67,0,0,0,-,3,1.00,11,0,3,4,9.1,0,0,0,-,11
2015-12-06,12,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,18,,片ノ坂亮太,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,2,,梶野喜宏,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,12,0,0,3,6.2,0,0,0,-,1
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,3,,河戸俊亮,3,■,■,■,nan,nan,4,3,1,75.0,50.0,1.00,0,0,0,-,1,0.33,9,1,0,3,17.2,0,0,0,-,5
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,4,L,山田翔太,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,4,0,40.0,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,7,,石田康祐,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,9,,本多駿,3,■,■,■,nan,nan,28,20,1,71.4,67.9,6.67,4,3,0,75.0,0,-,12,1,3,4,16.7,30,19,0,63.3,21
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,10,,繁田康平,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,11,,片渕貴史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,15,,山本慎人,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,18,L,有薗亮平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,20,,北村將,3,■,■,■,nan,nan,20,7,0,35.0,35.0,2.33,0,0,0,-,0,-,10,0,0,1,2.5,28,18,0,64.3,7
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,22,,川口喬,3,■,■,■,nan,nan,6,3,0,50.0,50.0,1.00,0,0,0,-,1,0.33,17,0,2,6,8.8,0,0,0,-,4
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,24,,小林空,3,■,■,■,nan,nan,29,10,3,34.5,24.1,3.33,6,2,1,33.3,0,-,10,0,4,2,5.0,0,0,0,-,10
2015-12-06,12,近畿クラブスフィーダ,兵庫デルフィーノ,0,3,0,31,,道本祥宜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,1,,伊藤優介,3,■,■,■,nan,nan,7,2,0,28.6,28.6,0.67,0,0,0,-,1,0.33,8,1,2,2,18.8,31,12,0,38.7,4
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,2,L,早川紘司,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,12,0,75.0,0
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,6,,大貫智博,3,■,■,■,nan,nan,6,0,1,0.0,-16.7,-,0,0,0,-,1,0.33,12,0,0,1,2.1,0,0,0,-,1
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,7,,新妻知之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,8,,西片圭佑,3,■,■,■,nan,nan,38,9,2,23.7,18.4,3.00,9,2,1,22.2,0,-,13,2,2,3,21.2,0,0,0,-,11
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,12,,橋本淳,3,■,■,■,nan,nan,14,4,0,28.6,28.6,1.33,0,0,0,-,1,0.33,9,0,4,1,2.8,0,0,0,-,5
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,13,,小関和樹,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,10,0,2,3,7.5,1,0,0,0.0,1
2015-12-06,12,東京トヨペットグリーンスパークル,奈良ドリーマーズ,0,3,0,16,,松本敬三,3,■,■,■,nan,nan,29,13,3,44.8,34.5,4.33,9,4,0,44.4,1,0.33,9,0,3,3,8.3,12,3,0,25.0,14
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,1,,渡邊徹,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,2,L,米村尊,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,14,0,77.8,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,3,,松島真,3,■,■,■,nan,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,2,0.67,14,1,3,7,19.6,0,0,0,-,4
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,4,,下町浩二,3,■,■,■,nan,nan,13,5,2,38.5,23.1,1.67,0,0,0,-,1,0.33,4,0,1,2,12.5,0,0,0,-,6
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,5,,清水久雄,3,■,■,■,nan,nan,9,3,1,33.3,22.2,1.00,0,0,0,-,2,0.67,13,1,1,4,15.4,15,8,0,53.3,6
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,6,,岩田晃祐,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,12.5,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,7,,野口将秀,3,■,■,■,nan,nan,37,12,6,32.4,16.2,4.00,9,1,2,11.1,4,1.33,12,1,1,4,16.7,4,4,0,100.0,17
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,9,,河田浩忠,3,■,■,■,nan,nan,22,10,4,45.5,27.3,3.33,7,1,1,14.3,2,0.67,16,0,1,9,14.1,7,5,0,71.4,12
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,10,,柿木秀人,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,11,,森啓汰,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,12,,古牧佑太,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,13,L,田中佑輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,14,,久堀雄世,3,■,■,■,nan,nan,9,4,0,44.4,44.4,1.33,0,0,0,-,3,1.00,7,0,1,4,14.3,1,1,0,100.0,7
2015-12-06,12,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,0,1,15,,山下博史,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,4,,小林哲也,3,■,■,■,nan,nan,20,13,3,65.0,50.0,4.33,9,6,1,66.7,0,-,19,3,1,10,25.8,0,0,0,-,16
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,5,L,峰尾拓,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,18,0,72.0,0
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,6,,峯村幸太,3,■,■,■,nan,nan,20,10,2,50.0,40.0,3.33,3,0,0,0.0,1,0.33,10,3,1,2,29.0,9,5,0,55.6,14
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,7,,栗木勇,3,■,■,■,nan,nan,15,10,1,66.7,60.0,3.33,1,1,0,100.0,0,-,10,0,3,3,7.5,12,6,0,50.0,10
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,8,,藤沢友博,1,nan,nan,□,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,9,,小池和貴,1,nan,nan,□,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0,0,-,2
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,11,,片桐成基,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,12,L,藤森圭,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,5,0,100.0,0
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,13,,酒井駿,3,■,■,■,nan,nan,7,3,0,42.9,42.9,1.00,0,0,0,-,0,-,10,0,0,4,10.0,0,0,0,-,3
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,14,,杉山奨弥,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,16,,森崎健史,3,■,■,■,nan,nan,14,10,2,71.4,57.1,3.33,0,0,0,-,3,1.00,12,2,0,2,17.5,0,0,0,-,15
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,19,,村松俊輔,3,□,□,□,nan,nan,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,2,1,1,0,50.0,0,0,0,-,1
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,20,,多田将希,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,7,0,1,2,7.1,0,0,0,-,1
2015-12-06,12,VC長野トライデンツ,千葉ZELVA,3,0,1,25,,中谷光,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,2,,篠田学,3,■,■,■,nan,nan,9,1,0,11.1,11.1,0.33,0,0,0,-,0,-,7,0,0,1,3.6,24,12,0,50.0,1
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,3,,藤原裕和,1,■,nan,nan,nan,nan,2,0,1,0.0,-50.0,-,0,0,0,-,1,1.00,1,0,0,1,25.0,0,0,0,-,1
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,5,,荒木優,3,■,■,■,nan,nan,5,2,0,40.0,40.0,0.67,0,0,0,-,1,0.33,7,0,0,2,7.1,0,0,0,-,3
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,6,L,古家康隆,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,10,,吉岡佳徳,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,12,,大町和幸,3,■,■,■,nan,nan,12,5,1,41.7,33.3,1.67,0,0,0,-,0,-,9,0,0,2,5.6,12,7,0,58.3,5
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,13,,中野壮一朗,3,■,■,■,nan,nan,7,2,0,28.6,28.6,0.67,0,0,0,-,2,0.67,9,0,1,3,8.3,1,1,0,100.0,4
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,17,,浅野晶,3,■,■,■,nan,nan,17,6,1,35.3,29.4,2.00,3,1,0,33.3,1,0.33,10,0,2,3,7.5,3,0,0,0.0,7
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,18,,上田日登,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,21,L,冷水亮,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,14,0,60.9,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,25,,石田将太,3,□,■,■,nan,nan,9,5,1,55.6,44.4,1.67,0,0,0,-,1,0.33,4,0,1,0,0.0,1,1,0,100.0,6
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,29,,大井手脩輔,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,33,,渡辺大亮,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2015-12-06,12,千葉ZELVA,VC長野トライデンツ,0,3,0,35,,松元翔太郎,2,nan,□,□,nan,nan,5,2,1,40.0,20.0,1.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,2
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,1,,伊藤優介,3,□,■,■,nan,nan,11,2,1,18.2,9.1,0.67,0,0,0,-,2,0.67,8,0,0,5,15.6,12,7,0,58.3,4
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,2,,早川紘司,2,■,nan,□,nan,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,3,0,0,1,8.3,6,1,0,16.7,1
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,6,,大貫智博,3,■,■,■,nan,nan,5,1,1,20.0,0.0,0.33,0,0,0,-,1,0.33,6,0,0,2,8.3,0,0,0,-,2
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,7,,新妻知之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,8,,西片圭佑,3,■,■,■,nan,nan,38,7,2,18.4,13.2,2.33,11,1,2,9.1,0,-,10,1,4,3,15.5,0,0,0,-,8
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,9,L,大澤満,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,10,0,47.6,0
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,12,,橋本淳,3,■,■,■,nan,nan,9,3,2,33.3,11.1,1.00,0,0,0,-,3,1.00,6,0,0,1,4.2,0,0,0,-,6
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,13,,小関和樹,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,2,6.2,0,0,0,-,0
2015-12-12,12,東京トヨペットグリーンスパークル,VC長野トライデンツ,0,3,0,16,,松本敬三,3,■,■,■,nan,nan,30,11,4,36.7,23.3,3.67,3,0,1,0.0,0,-,7,1,2,1,15.0,27,17,0,63.0,12
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,1,,市川智之,3,■,■,■,nan,nan,10,8,1,80.0,70.0,2.67,0,0,0,-,0,-,4,0,0,0,0.0,1,1,0,100.0,8
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,4,,小林哲也,3,■,■,■,nan,nan,26,12,1,46.2,42.3,4.00,7,2,0,28.6,0,-,13,1,3,7,19.6,0,0,0,-,13
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,5,L,峰尾拓,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,13,0,86.7,0
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,7,,栗木勇,3,■,■,■,nan,nan,19,9,2,47.4,36.8,3.00,2,1,1,50.0,3,1.00,12,2,1,8,30.0,13,5,0,38.5,14
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,9,,小池和貴,3,■,■,■,nan,nan,12,3,1,25.0,16.7,1.00,2,0,1,0.0,0,-,12,0,0,2,4.2,5,2,0,40.0,3
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,10,L,杉山嵩樹,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,11,,片桐成基,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,12,1,0,8,23.3,0,0,0,-,2
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,13,,酒井駿,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,15,,小河原拓磨,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,0,1,31.2,0,0,0,-,1
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,16,,森崎健史,3,■,■,■,nan,nan,12,8,0,66.7,66.7,2.67,0,0,0,-,3,1.00,8,0,1,2,6.2,0,0,0,-,11
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,19,,村松俊輔,1,nan,□,nan,nan,nan,3,2,1,66.7,33.3,2.00,2,1,1,50.0,0,-,1,0,1,0,0.0,3,3,0,100.0,2
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,20,,多田将希,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,4,0,0,1,6.2,0,0,0,-,0
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,25,,中谷光,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-12-12,12,VC長野トライデンツ,東京トヨペットグリーンスパークル,3,0,1,26,,池田浩基,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,2,0,0,1,12.5,4,2,0,50.0,1
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,3,,藤原裕和,3,nan,■,■,□,nan,5,3,1,60.0,40.0,1.00,0,0,0,-,1,0.33,5,0,1,3,15.0,0,0,0,-,4
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,5,,荒木優,4,■,■,■,■,nan,9,5,1,55.6,44.4,1.25,0,0,0,-,0,-,13,2,3,4,20.0,0,0,0,-,7
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,10,,吉岡佳徳,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,12,,大町和幸,4,■,■,□,■,nan,24,9,0,37.5,37.5,2.25,3,1,0,33.3,0,-,20,2,2,8,18.0,21,14,0,66.7,11
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,13,,中野壮一朗,2,■,nan,nan,■,nan,10,4,0,40.0,40.0,2.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,4
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,17,,浅野晶,4,■,■,■,■,nan,25,8,2,32.0,24.0,2.00,0,0,0,-,1,0.25,16,1,2,8,18.8,23,13,0,56.5,10
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,18,,上田日登,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,21,L,冷水亮,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,11,0,55.0,0
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,25,,石田将太,4,■,■,■,■,nan,24,11,1,45.8,41.7,2.75,0,0,0,-,3,0.75,16,1,2,5,14.1,2,1,0,50.0,15
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,28,,関根翔太,4,■,■,■,■,nan,21,13,1,61.9,57.1,3.25,2,1,0,50.0,1,0.25,10,0,4,3,7.5,0,0,0,-,14
2015-12-12,12,千葉ZELVA,奈良ドリーマーズ,3,1,1,29,,大井手脩輔,3,nan,□,■,□,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,8,2,1,3,34.4,3,2,0,66.7,2
2015-12-12,12,奈良ドリーマーズ,千葉ZELVA,1,3,0,1,,渡邊徹,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-12-12,12,奈良ドリーマーズ,千葉ZELVA,1,3,0,2,L,米村尊,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,35,19,0,54.3,0
2015-12-12,12,奈良ドリーマーズ,千葉ZELVA,1,3,0,3,,松島真,3,■,■,nan,□,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,8,1,1,5,25.6,0,0,0,-,1
2015-12-12,12,奈良ドリーマーズ,千葉ZELVA,1,3,0,4,,下町浩二,2,■,■,nan,nan,nan,5,3,1,60.0,40.0,1.50,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0,0,-,4
2015-12-12,12,奈良ドリーマーズ,千葉ZELVA,1,3,0,5,,清水久雄,4,■,■,■,■,nan,12,4,1,33.3,25.0,1.00,0,0,0,-,0,-,13,0,1,4,7.7,20,10,0,50.0,4
