試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,1,,土田望未,5,■,■,■,■,■,1,1,0,100.0,100.0,0.20,0,0,0,-,0,-,17,1,0,10,19.4,0,0,0,-,2
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,2,,冨永こよみ,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,4,,近藤志歩,5,■,■,■,■,■,40,7,5,17.5,5.0,1.40,0,0,0,-,0,-,13,0,1,1,1.9,37,25,0,67.6,7
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,5,L,竹田江里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,6,,有田沙織,1,□,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,7,L,山岸あかね,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,7,0,53.8,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,8,,松本亜弥華,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,9,,三浦茉実,1,□,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,11,,青柳京古,2,nan,□,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,1
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,12,,荒木絵里香,5,■,■,■,■,■,16,7,3,43.8,25.0,1.40,0,0,0,-,2,0.40,27,3,2,16,23.7,1,0,0,0.0,12
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,15,,マーフィーケリー,5,■,■,■,■,■,78,35,3,44.9,41.0,7.00,33,14,3,42.4,1,0.20,18,0,1,6,8.3,0,0,0,-,36
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,19,,荒木夕貴,5,■,■,■,■,■,38,14,3,36.8,28.9,2.80,2,0,0,0.0,1,0.20,13,0,1,7,13.5,29,14,0,48.3,15
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,20,,丸山裕子,5,■,■,■,■,■,16,9,0,56.2,56.2,1.80,0,0,0,-,1,0.20,16,1,0,10,20.6,0,0,0,-,11
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,23,,大室璃紗,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,0,54.5,0
2015-12-06,埼玉上尾メディックス,NECレッドロケッツ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,192,73,14,38.0,30.7,14.60,35,14,3,40.0,6,1.20,106,5,5,51,15.8,92,52,0,56.5,84
