試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2003-12-12,12,NECブルーロケッツ,東レアローズ,1,,大村悟,5,■,■,■,■,■,38,24,7,63.2,44.7,4.80,14,10,2,71.4,2,0.40,16,0,2,3,4.7,25,12,0,48.0,26
2003-12-12,12,NECブルーロケッツ,東レアローズ,2,,細川延由,5,■,■,■,■,■,24,11,3,45.8,33.3,2.20,7,4,0,57.1,0,-,16,0,2,3,4.7,37,17,0,45.9,11
2003-12-12,12,NECブルーロケッツ,東レアローズ,3,L,大森陽祐,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,9,0,40.9,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,5,,足立和弘,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,6,,竹内実,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,7,,菊地洋之,5,■,■,■,■,■,4,2,0,50.0,50.0,0.40,0,0,0,-,2,0.40,12,0,1,2,4.2,0,0,0,-,4
2003-12-12,12,NECブルーロケッツ,東レアローズ,8,,宇佐美大輔,5,■,■,■,■,■,3,2,0,66.7,66.7,0.40,0,0,0,-,2,0.40,18,1,5,7,14.2,1,0,0,0.0,5
2003-12-12,12,NECブルーロケッツ,東レアローズ,9,,脇戸新之助,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,10,,青木一平,5,■,■,■,■,■,3,0,0,0.0,0.0,-,0,0,0,-,4,0.80,19,0,2,1,1.3,0,0,0,-,4
2003-12-12,12,NECブルーロケッツ,東レアローズ,11,,渡邉正堂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,12,,奥谷信彦,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,1,3,9.4,0,0,0,-,0
2003-12-12,12,NECブルーロケッツ,東レアローズ,18,,ロドリゲスアンデルソン,5,■,■,■,■,■,35,20,2,57.1,51.4,4.00,22,15,1,68.2,2,0.40,16,0,3,8,12.5,1,0,0,0.0,22
2003-12-12,12,東レアローズ,NECブルーロケッツ,1,,青山繁,5,■,■,■,■,■,13,8,0,61.5,61.5,1.60,0,0,0,-,0,-,22,0,1,11,12.5,30,23,0,76.7,8
2003-12-12,12,東レアローズ,NECブルーロケッツ,4,,アブラーモフパーベル,5,■,■,■,■,■,50,26,3,52.0,46.0,5.20,9,3,2,33.3,2,0.40,13,0,3,6,11.5,7,4,0,57.1,28
2003-12-12,12,東レアローズ,NECブルーロケッツ,6,,山口誠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,7,,齋藤信治,5,■,■,■,■,■,18,11,0,61.1,61.1,2.20,0,0,0,-,0,-,20,1,1,9,15.2,0,0,0,-,12
2003-12-12,12,東レアローズ,NECブルーロケッツ,10,,越谷章,5,■,■,■,■,■,28,16,5,57.1,39.3,3.20,2,2,0,100.0,0,-,19,1,6,7,13.4,28,15,0,53.6,17
2003-12-12,12,東レアローズ,NECブルーロケッツ,14,,今田祐介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,15,L,掛川厚志,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,19,0,79.2,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,16,,高杉洋平,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,17,,篠田歩,5,■,■,■,■,■,16,9,1,56.2,50.0,1.80,1,0,0,0.0,0,-,16,0,4,6,9.4,0,0,0,-,9
2003-12-12,12,東レアローズ,NECブルーロケッツ,18,,浅川敏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,19,,浜口知良,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-12-12,12,東レアローズ,NECブルーロケッツ,20,,山本太二,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,2,0.40,11,0,4,5,11.4,0,0,0,-,2
